bank,rating,review,date,source
CBE,1,"1.Very unstable, continuously crashes. 2.There is an incredible amount of balance and transaction synchronization errors. 3.Have tries to make a transfer of 60k since yesterday still not able to due to errors popups with no message to explain error. For a bank, that is quite embarrassing and dangerous.",2024-03-09,Google Play
CBE,5,The most Excellent one from all apps of Commercial banks in Ethiopia !!!,2023-10-17,Google Play
CBE,5,Awesome bank,2025-06-01,Google Play
CBE,1,twhey the service expires they do not notify you they just stop the service.,2023-11-10,Google Play
CBE,5,It is good useful app thank you,2023-09-11,Google Play
BOA,1,This app is not efficient and can't be used for people outside Ethiopia. I am not able to enter back my OTP code into the App screen as it gets frozen and nothing can be done. Also the login screen forces to enter a local cell phone in Ethiopia and a PIN number. Those of us who live abroad are left out. The previous application with BoA Authenitcater was working efficiently and I was also able to login using my LapTop. I recommend the Application to use login user name & email instead of Ph#.,2024-02-23,Google Play
BOA,5,very good,2025-04-03,Google Play
CBE,5,You are doing good .,2024-02-13,Google Play
CBE,3,"Make it like telebirr, internet service fee free",2024-07-28,Google Play
CBE,5,"It is good app ,except that it only shows recent transactions.It need further improvements to include such features & other genuine prevention on security breach.",2023-09-29,Google Play
CBE,5,Wow,2025-02-23,Google Play
CBE,3,It is not functioning most of the time,2025-02-13,Google Play
CBE,5,Ok im using ? Thise app how can i get online payment?,2023-08-09,Google Play
CBE,4,I am comfertable with the sevice upto this time. But wish the service be applicable without internet connection. If this is possible more custemers benifits.,2022-03-10,Google Play
BOA,5,Thank you,2025-01-10,Google Play
CBE,5,Simple&fast app.I like it.,2022-06-14,Google Play
CBE,4,Good,2020-09-19,Google Play
CBE,5,lebaa bank,2025-04-14,Google Play
CBE,5,Nice app,2021-01-24,Google Play
Dashen,5,Best,2023-10-21,Google Play
CBE,5,Very good,2024-05-26,Google Play
CBE,5,Thank you,2022-12-05,Google Play
CBE,5,very good,2025-03-01,Google Play
CBE,5,this is the simplest bookeeping system or method. I like it .,2025-02-19,Google Play
CBE,2,"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2025-05-25,Google Play
BOA,5,GOOD,2024-12-15,Google Play
CBE,5,"One of the best apps I have used ,",2025-03-13,Google Play
CBE,5,well app,2025-04-20,Google Play
Dashen,5,it's awesome application but there is no available card less système,2025-07-12,Google Play
BOA,5,The receipt download option is very convenient.,2024-02-22,Google Play
BOA,4,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,2024-10-04,Google Play
CBE,3,"The page has synchronization issues at first entry, the balance display page will sync after entered one of the front icon and get back to the previous page.",2020-07-28,Google Play
CBE,1,"z,MKT 20_._!8+⅓⅕😘r",2025-10-09,Google Play
CBE,5,It's very nice more better from this .,2021-09-15,Google Play
CBE,1,👉it can not download the receipt when we transferred what is the reason? please we need the receipt so that come on to solution!,2024-03-30,Google Play
CBE,5,nice,2025-08-12,Google Play
CBE,5,i believe that the updated mobile application will answer many of the users question and it is recommended that iphone users use the one downloaded from the app store rather than the one downloaded from the play store.,2024-02-27,Google Play
BOA,5,The app got a better features and easy to use.,2024-02-20,Google Play
CBE,5,Best,2025-05-26,Google Play
CBE,5,great app,2021-01-05,Google Play
Dashen,3,I am new for this App let me to use and i will rate 5 star while i get Satisfie,2024-12-17,Google Play
CBE,5,Ok,2025-01-09,Google Play
CBE,5,Very simple and friendly,2024-02-23,Google Play
CBE,4,Nice and easy to use,2024-02-13,Google Play
CBE,5,"Awesome and very simple to use, love it👍🏽",2024-12-13,Google Play
BOA,1,Yleiall,2024-05-03,Google Play
CBE,1,Unstatisfied with the new update keeps crashing every now and then and even though i haven't reached the max txn per day still refuses to transfer...probably going to change my bank if it's not fixed asap,2025-03-10,Google Play
CBE,5,"Absolutely the best app! It works flawlessly, anytime and anywhere.",2025-04-17,Google Play
CBE,5,good,2025-03-05,Google Play
CBE,1,Worst bank worst app,2023-11-24,Google Play
CBE,4,Good service but need imrove mostly bcause some times no work,2024-07-16,Google Play
CBE,4,It is Good application,2025-02-22,Google Play
CBE,5,Best in ethiopia,2024-11-13,Google Play
CBE,5,Chaking,2021-09-16,Google Play
CBE,2,"It is good service, but the service charge is not fair. I prefer to get the service in physical or ATM unless otherwise diffulty case happened.",2022-03-02,Google Play
CBE,5,"Found it easy to check payments for utility services, see payment history. Login is simple and software is easy to use.",2021-04-16,Google Play
CBE,5,it's the best app i,2025-05-02,Google Play
CBE,4,Good app,2025-01-09,Google Play
CBE,5,Nice App,2023-03-02,Google Play
CBE,2,Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2025-08-21,Google Play
CBE,3,It have a bug it keeps shut down when I open the app. Without any notification. Please fix the bug.,2025-02-22,Google Play
CBE,5,Good,2022-05-07,Google Play
CBE,5,Just wow,2020-06-25,Google Play
BOA,5,good,2025-05-20,Google Play
CBE,5,Good for everything,2023-11-14,Google Play
CBE,5,COMERSHAL,2017-01-03,Google Play
CBE,3,Doesn't have option to generate statement for transactions,2025-09-18,Google Play
CBE,5,It's good,2023-08-20,Google Play
CBE,3,"After the update I received today, I have tried to conduct transfer to other CBE accounts and it continously brings error messages saying none available. It is also not allowing me to download the transacation picture as is advertised here. Please do something CBE as this app is continuing to frustrate me again and again.",2021-06-04,Google Play
CBE,1,"When you try to search for a help (chat, hotline, email, phone) you see the bottom ""Help"" which redirectes you to !!!Donations to various charity organisations. Please dear CBE IT department , when user searches for help it is to get assistance not to give money. What you named help other banks call ""Charity"" ""Donate"" etc. And yes users need HELP. Not everyone has opportunity to run 5 times per day to the branch and try to find why the money he transferred is disappeared.",2024-02-24,Google Play
CBE,5,user-friendly apps.because this app is easy.,2025-05-22,Google Play
CBE,5,It is clear and nice application. Becuase it is more Userfriend app.,2020-06-28,Google Play
CBE,5,it is crashed after updating why and how to fix it,2021-05-16,Google Play
CBE,5,I'm glad to use it.,2025-03-05,Google Play
CBE,5,Fantastic,2020-08-10,Google Play
CBE,1,When trying to open the app from another country it asks for a verification code that can only be obtained from the nearest bank branch. This is not logical if you want Ethiopians from around the world to be able to use the application. Please review this.,2023-01-30,Google Play
CBE,2,The app doesn't support amharic characters For writing payment reason. It suppose to support writing in amharic(geez) alphabet,2024-05-18,Google Play
CBE,5,Very nice,2024-08-11,Google Play
CBE,1,No manage beneficiary for my app,2025-01-30,Google Play
BOA,5,It's good Rate app,2024-03-12,Google Play
CBE,5,Seeee,2024-02-11,Google Play
CBE,5,good,2025-09-26,Google Play
Dashen,5,How to use application,2024-03-17,Google Play
CBE,5,Good,2025-03-05,Google Play
CBE,5,"Woow nice app. I think the new update is very nice because after i update it, It didnt ask me to go to branch for authorization.",2024-01-05,Google Play
CBE,4,The problem that I have seen is some of the branches specially out of Addis Ababa doesn't have a know how about this application to authenticate it,2022-02-13,Google Play
CBE,1,I like this app b/c of it's do life simple,2021-05-01,Google Play
Dashen,2,It is very very slow pls update,2025-02-06,Google Play
CBE,1,no network for today why,2024-07-02,Google Play
CBE,5,ንግድ ባንክ የሞባይል ባንኪንግ አፕ በጣም መልካም ሆኖ አግኝቼዋለሁ ፣ ህይወቴን አቅሎልኛል።,2023-01-10,Google Play
CBE,4,"Very good app, but why we don't see the statements?",2024-07-08,Google Play
CBE,5,it is best bank,2025-03-31,Google Play
Dashen,2,Select from Sending account option not working when trying to send to other banks,2024-09-08,Google Play
CBE,5,Tariku kasahun,2025-01-10,Google Play
CBE,5,Good,2024-03-13,Google Play
CBE,1,Is not working,2021-06-11,Google Play
CBE,5,Good,2023-07-03,Google Play
CBE,5,❤️❤️❤️❤️❤️❤️❤️💯💯💯💯💯💯💯,2024-03-09,Google Play
CBE,5,432forget,2024-12-09,Google Play
BOA,5,good App fore me,2025-06-25,Google Play
CBE,5,Very interesting application and very useful .,2024-07-09,Google Play
CBE,1,It should be more secure if some one knows my pin which is very short 4 digit number can be cheated its worisome to use it,2024-01-06,Google Play
CBE,5,Very good application,2024-06-15,Google Play
CBE,5,Excellent,2025-08-20,Google Play
CBE,5,Very exelent,2022-02-04,Google Play
CBE,1,It has serious synchronisation problem,2020-09-18,Google Play
CBE,5,Simple and easy to use,2021-09-04,Google Play
CBE,5,Nice,2024-12-31,Google Play
CBE,5,Best,2023-05-08,Google Play
CBE,5,Good,2017-03-02,Google Play
Dashen,4,good,2024-03-18,Google Play
CBE,5,it's awesome!!,2025-05-25,Google Play
Dashen,1,It doesn't work,2025-03-02,Google Play
Dashen,5,Great app,2022-07-24,Google Play
CBE,5,To autherize new account it needs uninsrall dis not good fix it,2018-12-13,Google Play
CBE,2,Unable to update,2023-08-20,Google Play
CBE,3,Root betederege mobile lay ayseram,2021-09-07,Google Play
CBE,5,This app is best if you add fingerprint or facial authentication instead of the current one.,2024-12-29,Google Play
CBE,5,Nice,2021-11-14,Google Play
Dashen,5,Excellent App And Easy To Use Every where.,2024-03-16,Google Play
CBE,5,Ok,2023-07-06,Google Play
CBE,1,what is this app problem???,2025-06-05,Google Play
CBE,5,My choice bank Comertial bank of Ethiopia,2024-10-05,Google Play
CBE,5,Why my app not responding,2021-06-15,Google Play
CBE,1,Good,2023-10-29,Google Play
CBE,5,Application replay,2024-02-24,Google Play
CBE,5,"Its amazing app , i like it specifically updated version is to smart . WOW CBE. But users have to Login without of goingto Bank after first registration . In this app If User was change His phone or uninstall app Hi have to go bank to use again, this is not good :: if this problem was fixed This app wasn't Any - comments. This is my feedback Thanks",2022-03-18,Google Play
CBE,1,Stuke,2021-06-02,Google Play
CBE,5,I Like it,2025-04-02,Google Play
CBE,1,I like this application and It's very useful,2024-05-19,Google Play
CBE,3,good,2019-03-25,Google Play
CBE,5,good,2025-10-01,Google Play
CBE,5,good,2025-05-16,Google Play
CBE,1,Stupid mind always creat bad app!!,2024-02-04,Google Play
CBE,5,Excellent app,2020-06-25,Google Play
CBE,5,Good app,2025-01-14,Google Play
CBE,5,Perfect,2023-09-11,Google Play
CBE,1,service part is not working,2021-05-18,Google Play
CBE,5,Pelisce ubedat,2025-01-01,Google Play
CBE,5,great,2025-03-23,Google Play
CBE,5,To wine,2024-02-04,Google Play
CBE,5,በጣም ቆንጆ አፕ ነው,2021-07-29,Google Play
CBE,1,It doesn't show me my number as well as my amount its always loading and its never stop that.,2022-02-23,Google Play
CBE,5,V nice,2022-12-27,Google Play
BOA,1,To slow,2024-04-23,Google Play
CBE,5,It's best and easy to use I like how it works,2024-04-28,Google Play
CBE,4,Nice.....it is providing services exceptionally quickly. thanks 👂,2024-04-20,Google Play
BOA,1,"BOA app was one of my favourite back in the days, now I don't if there is an app worsen that this.. very very bad. You need to fix it or remove it.",2024-04-24,Google Play
CBE,1,Umar tamama,2024-04-01,Google Play
CBE,3,It's okay not bad,2022-12-12,Google Play
CBE,5,It is good and best app,2024-08-13,Google Play
CBE,4,Excellent app.but while I am out of the app it redirect back to login page by it self,2022-12-05,Google Play
CBE,3,.jk,2023-02-19,Google Play
CBE,5,Wow,2023-03-21,Google Play
CBE,5,Ok,2024-12-26,Google Play
